WOJEWÓDZTWO,STAN NA DZIEŃ,LICZBA WNIOSKÓW [tys.],KOBIETY <18 [%],KOBIETY 18-65 [%],KOBIETY >65 [%],MĘŻCZYŹNI <18 [%],MĘŻCZYŹNI 18-65 [%],MĘŻCZYŹNI >65 [%]
MAZOWIECKIE,22-07-2022,255.68,21.3,47.3,2.9,21.0,6.7,0.8
MAZOWIECKIE,23-07-2022,255.68,21.3,47.3,2.9,21.0,6.7,0.8
MAZOWIECKIE,25-07-2022,256.66,21.3,47.3,2.9,21.0,6.7,0.8
MAZOWIECKIE,26-07-2022,257.52,21.2,47.3,2.9,21.0,6.8,0.8
MAZOWIECKIE,27-07-2022,258.33,21.2,47.3,2.9,20.9,6.8,0.8
MAZOWIECKIE,28-07-2022,258.97,21.2,47.3,2.9,20.9,6.9,0.8
MAZOWIECKIE,29-07-2022,259.58,21.2,47.3,2.9,20.9,6.9,0.8
MAZOWIECKIE,30-07-2022,259.58,21.2,47.3,2.9,20.9,6.9,0.8
MAZOWIECKIE,01-08-2022,260.58,21.2,47.3,2.9,20.9,7.0,0.8
MAZOWIECKIE,02-08-2022,261.38,21.1,47.3,2.9,20.8,7.0,0.8
MAZOWIECKIE,03-08-2022,262.12,21.1,47.3,2.9,20.8,7.0,0.8
MAZOWIECKIE,04-08-2022,262.82,21.1,47.3,2.9,20.8,7.1,0.8
MAZOWIECKIE,05-08-2022,263.45,21.1,47.4,2.9,20.8,7.1,0.8
MAZOWIECKIE,06-08-2022,263.45,21.1,47.4,2.9,20.8,7.1,0.8
MAZOWIECKIE,08-08-2022,264.42,21.0,47.4,2.9,20.7,7.2,0.8
MAZOWIECKIE,09-08-2022,265.12,21.0,47.4,2.9,20.7,7.2,0.8
MAZOWIECKIE,10-08-2022,265.91,21.0,47.4,2.9,20.7,7.2,0.8
MAZOWIECKIE,11-08-2022,266.62,21.0,47.4,2.9,20.7,7.3,0.8
MAZOWIECKIE,12-08-2022,267.23,20.9,47.4,2.8,20.7,7.3,0.8
MAZOWIECKIE,13-08-2022,267.23,20.9,47.4,2.8,20.7,7.3,0.8
MAZOWIECKIE,16-08-2022,268.15,20.9,47.4,2.8,20.6,7.4,0.8
MAZOWIECKIE,17-08-2022,269.0,20.9,47.4,2.8,20.6,7.4,0.8
MAZOWIECKIE,18-08-2022,269.73,20.9,47.4,2.8,20.6,7.4,0.8
MAZOWIECKIE,19-08-2022,270.39,20.8,47.4,2.8,20.6,7.5,0.8
MAZOWIECKIE,20-08-2022,270.39,20.8,47.4,2.8,20.6,7.5,0.8
MAZOWIECKIE,22-08-2022,271.31,20.8,47.4,2.8,20.6,7.5,0.8
MAZOWIECKIE,23-08-2022,272.16,20.8,47.4,2.8,20.5,7.6,0.8
MAZOWIECKIE,24-08-2022,272.77,20.8,47.4,2.8,20.5,7.6,0.8
MAZOWIECKIE,25-08-2022,273.44,20.8,47.4,2.8,20.5,7.6,0.8
MAZOWIECKIE,26-08-2022,274.01,20.7,47.4,2.8,20.5,7.7,0.8
MAZOWIECKIE,27-08-2022,274.01,20.7,47.4,2.8,20.5,7.7,0.8
MAZOWIECKIE,29-08-2022,274.98,20.7,47.4,2.8,20.5,7.7,0.8
MAZOWIECKIE,30-08-2022,275.71,20.7,47.4,2.8,20.5,7.7,0.8
OPOLSKIE,14-03-2022,0.01,0.0,66.7,0.0,33.3,0.0,0.0
OPOLSKIE,15-03-2022,0.05,16.3,53.1,0.0,26.5,4.1,0.0
OPOLSKIE,16-03-2022,0.96,21.9,47.6,2.0,24.4,3.5,0.5
OPOLSKIE,17-03-2022,2.26,24.2,46.8,2.1,22.7,3.4,0.8
OPOLSKIE,18-03-2022,3.7,24.6,45.6,2.4,23.5,3.1,0.7
OPOLSKIE,19-03-2022,3.81,24.6,45.6,2.4,23.5,3.1,0.7
OPOLSKIE,20-03-2022,3.81,24.6,45.6,2.4,23.5,3.1,0.7
OPOLSKIE,21-03-2022,5.64,25.0,45.4,2.3,23.9,2.9,0.6
OPOLSKIE,22-03-2022,7.28,24.8,45.2,2.3,24.1,2.8,0.6
OPOLSKIE,23-03-2022,8.91,24.8,45.1,2.4,24.4,2.7,0.6
OPOLSKIE,24-03-2022,10.46,24.8,44.9,2.4,24.5,2.8,0.6
OPOLSKIE,25-03-2022,11.78,25.0,44.8,2.5,24.3,2.9,0.6
OPOLSKIE,26-03-2022,11.93,25.0,44.7,2.5,24.3,2.9,0.6
OPOLSKIE,27-03-2022,11.93,25.0,44.7,2.5,24.3,2.9,0.6
OPOLSKIE,28-03-2022,13.58,24.9,44.5,2.6,24.2,3.0,0.7
OPOLSKIE,29-03-2022,15.06,24.9,44.5,2.5,24.2,3.1,0.7
OPOLSKIE,30-03-2022,16.57,24.8,44.5,2.5,24.3,3.2,0.7
OPOLSKIE,31-03-2022,17.73,24.9,44.4,2.5,24.3,3.2,0.7
OPOLSKIE,01-04-2022,18.53,24.8,44.5,2.6,24.2,3.2,0.7
OPOLSKIE,02-04-2022,18.57,24.8,44.4,2.6,24.2,3.3,0.7
OPOLSKIE,03-04-2022,18.57,24.8,44.4,2.6,24.2,3.3,0.7
OPOLSKIE,04-04-2022,19.4,24.8,44.6,2.6,24.1,3.3,0.7
OPOLSKIE,05-04-2022,20.18,24.6,44.6,2.6,24.1,3.4,0.8
OPOLSKIE,06-04-2022,20.84,24.7,44.6,2.6,23.9,3.4,0.8
OPOLSKIE,07-04-2022,21.46,24.6,44.5,2.6,24.0,3.5,0.8
OPOLSKIE,08-04-2022,22.02,24.6,44.5,2.7,23.9,3.5,0.8
OPOLSKIE,09-04-2022,22.05,24.5,44.5,2.7,24.0,3.5,0.8
OPOLSKIE,10-04-2022,22.05,24.5,44.5,2.7,24.0,3.5,0.8
OPOLSKIE,11-04-2022,22.62,24.4,44.6,2.7,23.9,3.6,0.8
OPOLSKIE,12-04-2022,23.13,24.3,44.6,2.7,23.8,3.7,0.8
OPOLSKIE,13-04-2022,23.56,24.3,44.6,2.8,23.8,3.7,0.8
OPOLSKIE,14-04-2022,23.9,24.2,44.6,2.8,23.9,3.8,0.8
OPOLSKIE,15-04-2022,24.08,24.2,44.6,2.8,23.8,3.8,0.8
OPOLSKIE,16-04-2022,24.08,24.2,44.6,2.8,23.8,3.8,0.8
OPOLSKIE,19-04-2022,24.38,24.2,44.6,2.8,23.8,3.8,0.8
OPOLSKIE,20-04-2022,24.68,24.2,44.6,2.8,23.8,3.9,0.8
OPOLSKIE,21-04-2022,24.97,24.1,44.6,2.8,23.7,3.9,0.8
OPOLSKIE,22-04-2022,25.16,24.1,44.6,2.8,23.7,3.9,0.8
OPOLSKIE,23-04-2022,25.16,24.1,44.6,2.8,23.7,3.9,0.8
OPOLSKIE,25-04-2022,25.36,24.1,44.6,2.8,23.7,3.9,0.8
OPOLSKIE,26-04-2022,25.51,24.0,44.7,2.8,23.7,4.0,0.8
OPOLSKIE,27-04-2022,25.65,24.0,44.7,2.8,23.6,4.0,0.8
OPOLSKIE,28-04-2022,25.76,24.0,44.7,2.8,23.6,4.0,0.8
OPOLSKIE,29-04-2022,25.85,24.0,44.7,2.8,23.6,4.1,0.8
OPOLSKIE,30-04-2022,25.85,24.0,44.7,2.8,23.6,4.1,0.8
OPOLSKIE,02-05-2022,25.92,24.0,44.7,2.8,23.6,4.1,0.8
OPOLSKIE,04-05-2022,26.07,23.9,44.7,2.8,23.6,4.1,0.8
OPOLSKIE,05-05-2022,26.16,23.9,44.7,2.9,23.6,4.1,0.8
OPOLSKIE,06-05-2022,26.23,23.9,44.8,2.9,23.5,4.1,0.8
OPOLSKIE,07-05-2022,26.23,23.9,44.8,2.9,23.5,4.1,0.8
OPOLSKIE,08-05-2022,26.23,23.9,44.8,2.9,23.5,4.1,0.8
OPOLSKIE,09-05-2022,26.41,23.8,44.8,2.8,23.5,4.2,0.8
OPOLSKIE,10-05-2022,26.5,23.8,44.8,2.8,23.5,4.2,0.8
OPOLSKIE,11-05-2022,26.58,23.8,44.8,2.9,23.5,4.2,0.8
OPOLSKIE,12-05-2022,26.62,23.8,44.8,2.9,23.4,4.3,0.8
OPOLSKIE,13-05-2022,26.66,23.8,44.8,2.8,23.4,4.3,0.8
OPOLSKIE,14-05-2022,26.66,23.8,44.8,2.8,23.4,4.3,0.8
OPOLSKIE,16-05-2022,26.77,23.7,44.9,2.9,23.4,4.3,0.8
OPOLSKIE,17-05-2022,26.86,23.7,44.9,2.8,23.4,4.4,0.8
OPOLSKIE,18-05-2022,26.9,23.7,44.9,2.8,23.4,4.4,0.8
OPOLSKIE,19-05-2022,26.93,23.7,44.9,2.8,23.4,4.4,0.8
OPOLSKIE,20-05-2022,26.98,23.6,44.9,2.8,23.3,4.5,0.8
OPOLSKIE,21-05-2022,26.98,23.6,44.9,2.8,23.3,4.5,0.8
OPOLSKIE,22-05-2022,26.98,23.6,44.9,2.8,23.3,4.5,0.8
OPOLSKIE,23-05-2022,27.05,23.6,44.9,2.8,23.3,4.5,0.8
OPOLSKIE,24-05-2022,27.14,23.6,45.0,2.8,23.3,4.5,0.9
OPOLSKIE,25-05-2022,27.18,23.6,45.0,2.9,23.3,4.5,0.9
OPOLSKIE,26-05-2022,27.23,23.5,45.0,2.9,23.3,4.5,0.9
OPOLSKIE,27-05-2022,27.28,23.5,45.0,2.9,23.2,4.6,0.9
OPOLSKIE,28-05-2022,27.28,23.5,45.0,2.9,23.2,4.6,0.9
OPOLSKIE,29-05-2022,27.28,23.5,45.0,2.9,23.2,4.6,0.9
OPOLSKIE,30-05-2022,27.37,23.5,45.0,2.9,23.2,4.6,0.9
OPOLSKIE,31-05-2022,27.41,23.4,45.0,2.8,23.2,4.6,0.9
OPOLSKIE,01-06-2022,27.44,23.4,45.0,2.9,23.2,4.6,0.9
OPOLSKIE,02-06-2022,27.48,23.4,45.0,2.9,23.2,4.7,0.9
OPOLSKIE,03-06-2022,27.53,23.4,45.0,2.9,23.2,4.7,0.9
OPOLSKIE,04-06-2022,27.53,23.4,45.0,2.9,23.2,4.7,0.9
OPOLSKIE,05-06-2022,27.53,23.4,45.0,2.9,23.2,4.7,0.9
OPOLSKIE,06-06-2022,27.58,23.4,45.0,2.9,23.2,4.7,0.9
OPOLSKIE,07-06-2022,27.62,23.4,45.0,2.9,23.2,4.7,0.9
OPOLSKIE,08-06-2022,27.65,23.4,45.0,2.9,23.2,4.7,0.9
OPOLSKIE,09-06-2022,27.69,23.4,45.0,2.9,23.1,4.8,0.9
OPOLSKIE,10-06-2022,27.73,23.3,45.0,2.9,23.1,4.8,0.9
OPOLSKIE,11-06-2022,27.73,23.3,45.0,2.9,23.1,4.8,0.9
OPOLSKIE,12-06-2022,27.73,23.3,45.0,2.9,23.1,4.8,0.9
OPOLSKIE,13-06-2022,27.77,23.3,45.0,2.9,23.1,4.8,0.9
OPOLSKIE,14-06-2022,27.82,23.3,45.0,2.9,23.1,4.9,0.9
OPOLSKIE,15-06-2022,27.85,23.3,45.0,2.9,23.1,4.9,0.9
OPOLSKIE,17-06-2022,27.89,23.3,45.0,2.9,23.1,4.9,0.9
OPOLSKIE,18-06-2022,27.89,23.3,45.0,2.9,23.1,4.9,0.9
OPOLSKIE,20-06-2022,27.93,23.3,45.0,2.9,23.1,4.9,0.9
OPOLSKIE,21-06-2022,27.96,23.3,45.0,2.9,23.1,4.9,0.9
OPOLSKIE,22-06-2022,28.0,23.3,45.0,2.9,23.1,5.0,0.9
OPOLSKIE,23-06-2022,28.03,23.2,45.0,2.9,23.1,5.0,0.9
OPOLSKIE,24-06-2022,28.06,23.2,45.0,2.9,23.0,5.0,0.9
OPOLSKIE,25-06-2022,28.06,23.2,45.0,2.9,23.0,5.0,0.9
OPOLSKIE,27-06-2022,28.11,23.2,45.0,2.9,23.0,5.0,0.9
OPOLSKIE,28-06-2022,28.15,23.2,45.0,2.9,23.0,5.1,0.9
OPOLSKIE,29-06-2022,28.2,23.2,45.0,2.9,23.0,5.1,0.9
OPOLSKIE,30-06-2022,28.24,23.2,45.0,2.9,23.0,5.1,0.8
OPOLSKIE,01-07-2022,28.27,23.2,45.0,2.9,23.0,5.1,0.8
OPOLSKIE,02-07-2022,28.27,23.2,45.0,2.9,23.0,5.1,0.8
OPOLSKIE,04-07-2022,28.32,23.1,45.0,2.9,23.0,5.1,0.9
OPOLSKIE,05-07-2022,28.36,23.1,45.0,2.9,23.0,5.2,0.8
OPOLSKIE,06-07-2022,28.4,23.1,45.0,2.9,22.9,5.2,0.8
OPOLSKIE,07-07-2022,28.44,23.1,45.1,2.9,22.9,5.2,0.8
OPOLSKIE,08-07-2022,28.5,23.1,45.0,2.9,23.0,5.2,0.8
OPOLSKIE,09-07-2022,28.5,23.1,45.0,2.9,23.0,5.2,0.8
OPOLSKIE,11-07-2022,28.54,23.1,45.0,2.9,22.9,5.3,0.8
OPOLSKIE,12-07-2022,28.58,23.1,45.0,2.9,22.9,5.3,0.9
OPOLSKIE,13-07-2022,28.63,23.1,45.0,2.9,22.9,5.3,0.9
OPOLSKIE,14-07-2022,28.66,23.1,45.0,2.8,22.9,5.3,0.9
OPOLSKIE,15-07-2022,28.7,23.0,45.0,2.9,22.9,5.4,0.9
OPOLSKIE,16-07-2022,28.7,23.0,45.0,2.9,22.9,5.4,0.9
OPOLSKIE,18-07-2022,28.75,23.0,45.0,2.8,22.9,5.4,0.9
OPOLSKIE,19-07-2022,28.81,23.0,45.0,2.9,22.9,5.4,0.9
OPOLSKIE,20-07-2022,28.86,23.0,45.0,2.8,22.8,5.5,0.8
OPOLSKIE,21-07-2022,28.89,23.0,45.0,2.9,22.8,5.5,0.8
OPOLSKIE,22-07-2022,28.93,22.9,45.0,2.9,22.8,5.5,0.8
OPOLSKIE,23-07-2022,28.93,22.9,45.0,2.9,22.8,5.5,0.8
OPOLSKIE,25-07-2022,28.99,22.9,45.0,2.9,22.8,5.6,0.8
OPOLSKIE,26-07-2022,29.03,22.9,45.0,2.9,22.8,5.6,0.8
OPOLSKIE,27-07-2022,29.08,22.9,45.0,2.9,22.8,5.6,0.8
OPOLSKIE,28-07-2022,29.14,22.9,45.0,2.9,22.8,5.6,0.9
OPOLSKIE,29-07-2022,29.18,22.9,45.0,2.9,22.8,5.7,0.8
OPOLSKIE,30-07-2022,29.18,22.9,45.0,2.9,22.8,5.7,0.8
OPOLSKIE,01-08-2022,29.26,22.8,45.0,2.9,22.8,5.7,0.9
OPOLSKIE,02-08-2022,29.34,22.8,45.0,2.9,22.8,5.7,0.9
OPOLSKIE,03-08-2022,29.38,22.8,45.0,2.9,22.8,5.8,0.9
OPOLSKIE,04-08-2022,29.42,22.8,45.0,2.9,22.8,5.8,0.8
OPOLSKIE,05-08-2022,29.49,22.8,44.9,2.9,22.8,5.8,0.8
OPOLSKIE,06-08-2022,29.49,22.8,44.9,2.9,22.8,5.8,0.8
OPOLSKIE,08-08-2022,29.54,22.8,44.9,2.9,22.8,5.8,0.8
OPOLSKIE,09-08-2022,29.6,22.8,44.9,2.9,22.8,5.9,0.8
OPOLSKIE,10-08-2022,29.64,22.7,44.9,2.9,22.8,5.9,0.8
OPOLSKIE,11-08-2022,29.68,22.7,44.9,2.9,22.8,5.9,0.8
OPOLSKIE,12-08-2022,29.71,22.7,44.9,2.9,22.7,6.0,0.8
OPOLSKIE,13-08-2022,29.71,22.7,44.9,2.9,22.7,6.0,0.8
OPOLSKIE,16-08-2022,29.78,22.7,44.9,2.9,22.7,6.0,0.8
OPOLSKIE,17-08-2022,29.85,22.7,44.8,2.9,22.7,6.1,0.8
OPOLSKIE,18-08-2022,29.91,22.7,44.8,2.9,22.7,6.1,0.8
OPOLSKIE,19-08-2022,29.94,22.7,44.8,2.9,22.7,6.1,0.8
OPOLSKIE,20-08-2022,29.94,22.7,44.8,2.9,22.7,6.1,0.8
OPOLSKIE,22-08-2022,30.0,22.7,44.8,2.9,22.7,6.1,0.8
OPOLSKIE,23-08-2022,30.06,22.6,44.8,2.9,22.7,6.1,0.8
OPOLSKIE,24-08-2022,30.09,22.6,44.8,2.9,22.7,6.2,0.8
OPOLSKIE,25-08-2022,30.14,22.6,44.8,2.9,22.7,6.2,0.8
OPOLSKIE,26-08-2022,30.19,22.6,44.8,2.9,22.6,6.2,0.8
OPOLSKIE,27-08-2022,30.19,22.6,44.8,2.9,22.6,6.2,0.8
OPOLSKIE,29-08-2022,30.27,22.6,44.8,2.9,22.6,6.3,0.8
OPOLSKIE,30-08-2022,30.35,22.6,44.8,2.9,22.6,6.3,0.8
PODKARPACKIE,14-03-2022,0.02,21.1,36.8,0.0,36.8,5.3,0.0
PODKARPACKIE,15-03-2022,0.12,18.5,46.0,2.4,27.4,4.8,0.8
PODKARPACKIE,16-03-2022,2.34,23.9,45.9,2.8,22.2,4.1,1.0
PODKARPACKIE,17-03-2022,5.19,24.2,45.4,2.6,23.0,3.9,0.8
PODKARPACKIE,18-03-2022,7.93,23.9,45.3,2.5,23.9,3.7,0.8
PODKARPACKIE,19-03-2022,8.3,23.8,45.2,2.5,23.9,3.8,0.8
PODKARPACKIE,20-03-2022,8.66,23.8,45.0,2.6,24.0,3.8,0.8
PODKARPACKIE,21-03-2022,11.69,23.8,44.9,2.8,23.9,3.8,0.8
PODKARPACKIE,22-03-2022,14.35,24.0,44.6,2.8,23.9,3.8,0.9
PODKARPACKIE,23-03-2022,16.54,24.2,44.3,2.8,23.9,3.8,0.9
PODKARPACKIE,24-03-2022,18.38,24.2,44.3,3.0,23.9,3.8,1.0
PODKARPACKIE,25-03-2022,19.95,24.2,44.3,3.0,23.6,3.8,1.0
PODKARPACKIE,26-03-2022,20.3,24.2,44.3,3.0,23.7,3.8,1.0
PODKARPACKIE,27-03-2022,20.52,24.2,44.2,3.1,23.7,3.8,1.0
PODKARPACKIE,28-03-2022,22.26,24.0,44.1,3.1,23.8,3.9,1.0
PODKARPACKIE,29-03-2022,23.87,24.0,43.9,3.1,23.9,4.0,1.1
PODKARPACKIE,30-03-2022,25.29,23.9,43.9,3.1,24.0,4.1,1.0
PODKARPACKIE,31-03-2022,26.45,23.9,43.9,3.1,23.9,4.2,1.1
PODKARPACKIE,01-04-2022,27.4,23.9,43.9,3.1,23.9,4.2,1.1
PODKARPACKIE,02-04-2022,27.49,23.9,43.9,3.1,23.9,4.2,1.1
PODKARPACKIE,03-04-2022,27.49,23.9,43.9,3.1,23.9,4.2,1.1
PODKARPACKIE,04-04-2022,28.5,23.8,43.9,3.1,23.9,4.3,1.1
PODKARPACKIE,05-04-2022,29.31,23.7,43.9,3.1,23.8,4.4,1.1
PODKARPACKIE,06-04-2022,30.03,23.7,43.9,3.1,23.8,4.4,1.1
PODKARPACKIE,07-04-2022,30.56,23.6,43.8,3.2,23.8,4.5,1.1
PODKARPACKIE,08-04-2022,30.99,23.6,43.8,3.2,23.8,4.5,1.1
PODKARPACKIE,09-04-2022,31.04,23.5,43.8,3.2,23.8,4.5,1.1
PODKARPACKIE,10-04-2022,31.04,23.5,43.8,3.2,23.8,4.5,1.1
PODKARPACKIE,11-04-2022,31.57,23.5,43.8,3.2,23.8,4.5,1.1
PODKARPACKIE,12-04-2022,32.01,23.5,43.8,3.2,23.8,4.6,1.1
PODKARPACKIE,13-04-2022,32.42,23.5,43.9,3.2,23.7,4.6,1.1
PODKARPACKIE,14-04-2022,32.78,23.4,43.9,3.2,23.7,4.7,1.2
PODKARPACKIE,15-04-2022,32.91,23.4,43.9,3.2,23.7,4.7,1.2
PODKARPACKIE,16-04-2022,32.91,23.4,43.9,3.2,23.7,4.7,1.2
PODKARPACKIE,19-04-2022,33.32,23.4,43.9,3.2,23.6,4.7,1.2
PODKARPACKIE,20-04-2022,33.63,23.3,43.9,3.2,23.6,4.8,1.2
PODKARPACKIE,21-04-2022,33.93,23.3,43.9,3.2,23.6,4.8,1.2
PODKARPACKIE,22-04-2022,34.12,23.3,43.9,3.2,23.5,4.9,1.2
PODKARPACKIE,23-04-2022,34.13,23.3,43.9,3.2,23.5,4.9,1.2
PODKARPACKIE,25-04-2022,34.41,23.3,43.9,3.2,23.4,4.9,1.2
PODKARPACKIE,26-04-2022,34.6,23.3,43.9,3.3,23.4,5.0,1.2
PODKARPACKIE,27-04-2022,34.81,23.3,43.9,3.3,23.4,5.0,1.2
PODKARPACKIE,28-04-2022,34.98,23.2,43.9,3.3,23.4,5.0,1.2
PODKARPACKIE,29-04-2022,35.12,23.2,43.9,3.3,23.4,5.1,1.2
PODKARPACKIE,30-04-2022,35.13,23.2,43.9,3.3,23.4,5.1,1.2
PODKARPACKIE,02-05-2022,35.21,23.2,44.0,3.3,23.4,5.1,1.2
PODKARPACKIE,04-05-2022,35.44,23.1,44.0,3.3,23.3,5.1,1.2
PODKARPACKIE,05-05-2022,35.63,23.1,43.9,3.3,23.3,5.2,1.2
PODKARPACKIE,06-05-2022,35.76,23.1,44.0,3.3,23.3,5.2,1.2
PODKARPACKIE,07-05-2022,35.76,23.1,44.0,3.3,23.3,5.2,1.2
PODKARPACKIE,08-05-2022,35.76,23.1,44.0,3.3,23.3,5.2,1.2
PODKARPACKIE,09-05-2022,35.97,23.1,44.0,3.3,23.3,5.2,1.2
PODKARPACKIE,10-05-2022,36.14,23.0,44.0,3.3,23.2,5.3,1.2
PODKARPACKIE,11-05-2022,36.34,23.0,44.0,3.3,23.2,5.3,1.2
PODKARPACKIE,12-05-2022,36.46,23.0,44.0,3.3,23.2,5.3,1.2
PODKARPACKIE,13-05-2022,36.59,23.0,44.0,3.3,23.2,5.4,1.2
PODKARPACKIE,14-05-2022,36.59,23.0,44.0,3.3,23.2,5.4,1.2
PODKARPACKIE,16-05-2022,36.77,22.9,44.0,3.3,23.2,5.4,1.2
PODKARPACKIE,17-05-2022,36.91,22.9,44.0,3.3,23.1,5.5,1.2
PODKARPACKIE,18-05-2022,37.02,22.9,44.0,3.3,23.1,5.5,1.2
PODKARPACKIE,19-05-2022,37.12,22.9,44.0,3.3,23.1,5.5,1.2
PODKARPACKIE,20-05-2022,37.25,22.8,44.0,3.3,23.1,5.6,1.2
PODKARPACKIE,21-05-2022,37.25,22.8,44.0,3.3,23.1,5.6,1.2
PODKARPACKIE,22-05-2022,37.25,22.8,44.0,3.3,23.1,5.6,1.2
PODKARPACKIE,23-05-2022,37.39,22.8,44.0,3.3,23.1,5.6,1.2
PODKARPACKIE,24-05-2022,37.5,22.8,44.0,3.3,23.0,5.7,1.2
PODKARPACKIE,25-05-2022,37.62,22.8,44.0,3.3,23.0,5.7,1.2
PODKARPACKIE,26-05-2022,37.73,22.8,44.0,3.3,23.0,5.7,1.2
PODKARPACKIE,27-05-2022,37.82,22.7,44.0,3.3,23.0,5.8,1.2
PODKARPACKIE,28-05-2022,37.82,22.7,44.0,3.3,23.0,5.8,1.2
PODKARPACKIE,29-05-2022,37.82,22.7,44.0,3.3,23.0,5.8,1.2
PODKARPACKIE,30-05-2022,37.97,22.7,44.0,3.3,22.9,5.8,1.2
PODKARPACKIE,31-05-2022,38.07,22.7,44.0,3.3,22.9,5.9,1.2
PODKARPACKIE,01-06-2022,38.18,22.7,44.0,3.3,22.9,5.9,1.2
PODKARPACKIE,02-06-2022,38.24,22.7,44.0,3.3,22.9,5.9,1.2
PODKARPACKIE,03-06-2022,38.34,22.7,44.0,3.3,22.9,6.0,1.2
PODKARPACKIE,04-06-2022,38.34,22.7,44.0,3.3,22.9,6.0,1.2
PODKARPACKIE,05-06-2022,38.34,22.7,44.0,3.3,22.9,6.0,1.2
PODKARPACKIE,06-06-2022,38.47,22.7,44.0,3.3,22.8,6.0,1.2
PODKARPACKIE,07-06-2022,38.54,22.6,44.1,3.3,22.8,6.0,1.2
PODKARPACKIE,08-06-2022,38.61,22.6,44.1,3.3,22.8,6.0,1.2
PODKARPACKIE,09-06-2022,38.68,22.6,44.0,3.3,22.8,6.1,1.2
PODKARPACKIE,10-06-2022,38.74,22.6,44.0,3.3,22.7,6.1,1.2
PODKARPACKIE,11-06-2022,38.74,22.6,44.0,3.3,22.7,6.1,1.2
PODKARPACKIE,12-06-2022,38.74,22.6,44.0,3.3,22.7,6.1,1.2
PODKARPACKIE,13-06-2022,38.92,22.6,44.1,3.3,22.7,6.1,1.2
PODKARPACKIE,14-06-2022,39.0,22.6,44.1,3.3,22.7,6.2,1.2
PODKARPACKIE,15-06-2022,39.06,22.5,44.0,3.3,22.7,6.2,1.2
PODKARPACKIE,17-06-2022,39.13,22.5,44.0,3.3,22.7,6.2,1.2
PODKARPACKIE,18-06-2022,39.13,22.5,44.0,3.3,22.7,6.2,1.2
PODKARPACKIE,20-06-2022,39.28,22.5,44.0,3.3,22.7,6.3,1.2
PODKARPACKIE,21-06-2022,39.35,22.5,44.1,3.3,22.6,6.3,1.2
PODKARPACKIE,22-06-2022,39.49,22.5,44.1,3.3,22.6,6.3,1.2
PODKARPACKIE,23-06-2022,39.59,22.5,44.1,3.3,22.6,6.3,1.2
PODKARPACKIE,24-06-2022,39.72,22.5,44.1,3.3,22.6,6.3,1.2
PODKARPACKIE,25-06-2022,39.72,22.5,44.1,3.3,22.6,6.3,1.2
PODKARPACKIE,27-06-2022,39.92,22.4,44.1,3.3,22.6,6.4,1.2
PODKARPACKIE,28-06-2022,40.06,22.4,44.1,3.3,22.6,6.4,1.2
PODKARPACKIE,29-06-2022,40.16,22.4,44.1,3.3,22.6,6.4,1.2
PODKARPACKIE,30-06-2022,40.25,22.4,44.1,3.3,22.6,6.4,1.2
PODKARPACKIE,01-07-2022,40.32,22.4,44.1,3.3,22.6,6.4,1.2
PODKARPACKIE,02-07-2022,40.32,22.4,44.1,3.3,22.6,6.4,1.2
PODKARPACKIE,04-07-2022,40.47,22.4,44.1,3.3,22.6,6.4,1.2
PODKARPACKIE,05-07-2022,40.6,22.4,44.0,3.3,22.6,6.4,1.2
PODKARPACKIE,06-07-2022,40.71,22.4,44.0,3.3,22.6,6.5,1.2
PODKARPACKIE,07-07-2022,40.81,22.4,44.1,3.3,22.6,6.5,1.2
PODKARPACKIE,08-07-2022,40.92,22.4,44.0,3.3,22.6,6.5,1.2
PODKARPACKIE,09-07-2022,40.92,22.4,44.0,3.3,22.6,6.5,1.2
PODKARPACKIE,11-07-2022,41.04,22.4,44.0,3.3,22.5,6.5,1.2
PODKARPACKIE,12-07-2022,41.16,22.4,44.1,3.3,22.5,6.5,1.2
PODKARPACKIE,13-07-2022,41.24,22.4,44.0,3.3,22.5,6.5,1.2
PODKARPACKIE,14-07-2022,41.31,22.4,44.0,3.3,22.5,6.6,1.2
PODKARPACKIE,15-07-2022,41.38,22.4,44.0,3.3,22.5,6.6,1.2
PODKARPACKIE,16-07-2022,41.38,22.4,44.0,3.3,22.5,6.6,1.2
PODKARPACKIE,18-07-2022,41.52,22.4,44.0,3.3,22.5,6.6,1.2
PODKARPACKIE,19-07-2022,41.64,22.3,44.0,3.3,22.5,6.6,1.2
PODKARPACKIE,20-07-2022,41.8,22.3,44.0,3.3,22.5,6.6,1.2
PODKARPACKIE,21-07-2022,41.9,22.3,44.0,3.3,22.5,6.6,1.2
PODKARPACKIE,22-07-2022,41.98,22.3,44.0,3.3,22.5,6.7,1.2
PODKARPACKIE,23-07-2022,41.98,22.3,44.0,3.3,22.5,6.7,1.2
PODKARPACKIE,25-07-2022,42.12,22.3,44.0,3.3,22.5,6.7,1.2
PODKARPACKIE,26-07-2022,42.23,22.3,44.0,3.3,22.5,6.7,1.2
PODKARPACKIE,27-07-2022,42.36,22.3,44.0,3.3,22.5,6.7,1.2
PODKARPACKIE,28-07-2022,42.49,22.3,44.0,3.3,22.5,6.7,1.2
PODKARPACKIE,29-07-2022,42.61,22.3,43.9,3.3,22.5,6.8,1.2
PODKARPACKIE,30-07-2022,42.61,22.3,43.9,3.3,22.5,6.8,1.2
