WOJEWÓDZTWO,STAN NA DZIEŃ,LICZBA WNIOSKÓW [tys.],KOBIETY <18 [%],KOBIETY 18-65 [%],KOBIETY >65 [%],MĘŻCZYŹNI <18 [%],MĘŻCZYŹNI 18-65 [%],MĘŻCZYŹNI >65 [%]
PODKARPACKIE,01-08-2022,42.75,22.3,43.9,3.3,22.4,6.8,1.2
PODKARPACKIE,02-08-2022,42.84,22.3,44.0,3.3,22.4,6.8,1.2
PODKARPACKIE,03-08-2022,42.91,22.2,44.0,3.3,22.4,6.8,1.2
PODKARPACKIE,04-08-2022,43.0,22.2,44.0,3.3,22.4,6.9,1.2
PODKARPACKIE,05-08-2022,43.05,22.2,44.0,3.3,22.4,6.9,1.2
PODKARPACKIE,06-08-2022,43.05,22.2,44.0,3.3,22.4,6.9,1.2
PODKARPACKIE,08-08-2022,43.18,22.2,44.0,3.3,22.4,6.9,1.2
PODKARPACKIE,09-08-2022,43.28,22.2,44.0,3.3,22.4,7.0,1.2
PODKARPACKIE,10-08-2022,43.35,22.2,44.0,3.3,22.4,7.0,1.2
PODKARPACKIE,11-08-2022,43.44,22.2,44.0,3.3,22.3,7.0,1.2
PODKARPACKIE,12-08-2022,43.51,22.2,44.0,3.3,22.3,7.0,1.2
PODKARPACKIE,13-08-2022,43.51,22.2,44.0,3.3,22.3,7.0,1.2
PODKARPACKIE,16-08-2022,43.66,22.1,43.9,3.3,22.3,7.1,1.2
PODKARPACKIE,17-08-2022,43.83,22.1,43.9,3.3,22.3,7.1,1.2
PODKARPACKIE,18-08-2022,43.93,22.1,43.9,3.3,22.3,7.2,1.2
PODKARPACKIE,19-08-2022,44.02,22.1,43.9,3.3,22.3,7.2,1.2
PODKARPACKIE,20-08-2022,44.02,22.1,43.9,3.3,22.3,7.2,1.2
PODKARPACKIE,22-08-2022,44.16,22.1,43.9,3.3,22.3,7.2,1.2
PODKARPACKIE,23-08-2022,44.27,22.1,43.9,3.3,22.3,7.2,1.2
PODKARPACKIE,24-08-2022,44.38,22.1,43.9,3.3,22.3,7.3,1.2
PODKARPACKIE,25-08-2022,44.49,22.0,43.9,3.3,22.3,7.3,1.2
PODKARPACKIE,26-08-2022,44.6,22.0,43.8,3.3,22.3,7.3,1.2
PODKARPACKIE,27-08-2022,44.6,22.0,43.8,3.3,22.3,7.3,1.2
PODKARPACKIE,29-08-2022,44.73,22.0,43.8,3.3,22.3,7.3,1.2
PODKARPACKIE,30-08-2022,44.88,22.0,43.8,3.3,22.3,7.3,1.2
PODLASKIE,14-03-2022,0.01,45.5,36.4,0.0,18.2,0.0,0.0
PODLASKIE,15-03-2022,0.09,19.1,47.2,2.2,27.0,4.5,0.0
PODLASKIE,16-03-2022,1.0,23.1,48.7,3.4,20.6,3.4,0.7
PODLASKIE,17-03-2022,2.41,23.2,47.0,2.7,22.9,3.5,0.7
PODLASKIE,18-03-2022,3.64,23.9,45.7,2.6,23.8,3.3,0.7
PODLASKIE,19-03-2022,3.86,23.9,45.7,2.5,23.9,3.3,0.8
PODLASKIE,20-03-2022,3.86,23.9,45.7,2.5,23.9,3.3,0.8
PODLASKIE,21-03-2022,5.3,23.9,45.5,2.6,24.1,3.1,0.8
PODLASKIE,22-03-2022,6.64,23.9,45.2,2.4,24.5,3.2,0.7
PODLASKIE,23-03-2022,7.76,23.9,45.2,2.5,24.5,3.1,0.7
PODLASKIE,24-03-2022,8.76,23.9,45.2,2.5,24.5,3.2,0.8
PODLASKIE,25-03-2022,9.86,23.9,44.9,2.5,24.7,3.3,0.7
PODLASKIE,26-03-2022,9.99,23.9,44.9,2.5,24.7,3.3,0.7
PODLASKIE,27-03-2022,9.99,23.9,44.9,2.5,24.7,3.3,0.7
PODLASKIE,28-03-2022,11.09,23.9,44.9,2.5,24.5,3.5,0.7
PODLASKIE,29-03-2022,11.89,24.1,44.9,2.5,24.2,3.6,0.7
PODLASKIE,30-03-2022,12.58,24.2,44.7,2.5,24.1,3.8,0.7
PODLASKIE,31-03-2022,13.22,24.0,44.8,2.5,24.0,3.9,0.7
PODLASKIE,01-04-2022,13.64,23.9,44.8,2.5,24.0,4.0,0.7
PODLASKIE,02-04-2022,13.66,23.9,44.8,2.5,24.0,4.0,0.7
PODLASKIE,03-04-2022,13.66,23.9,44.8,2.5,24.0,4.0,0.7
PODLASKIE,04-04-2022,14.04,23.8,44.8,2.6,24.0,4.1,0.8
PODLASKIE,05-04-2022,14.33,23.7,44.7,2.6,24.0,4.1,0.8
PODLASKIE,06-04-2022,14.62,23.6,44.6,2.6,24.2,4.2,0.8
PODLASKIE,07-04-2022,14.87,23.7,44.5,2.7,24.2,4.2,0.8
PODLASKIE,08-04-2022,15.04,23.6,44.6,2.7,24.1,4.2,0.8
PODLASKIE,09-04-2022,15.04,23.6,44.6,2.7,24.1,4.2,0.8
PODLASKIE,10-04-2022,15.04,23.6,44.6,2.7,24.1,4.2,0.8
PODLASKIE,11-04-2022,15.29,23.6,44.7,2.7,24.1,4.3,0.8
PODLASKIE,12-04-2022,15.55,23.5,44.7,2.7,24.0,4.3,0.8
PODLASKIE,13-04-2022,15.77,23.4,44.8,2.7,24.0,4.3,0.8
PODLASKIE,14-04-2022,15.88,23.3,44.8,2.7,24.0,4.4,0.8
PODLASKIE,15-04-2022,15.94,23.3,44.8,2.7,23.9,4.4,0.8
PODLASKIE,16-04-2022,15.94,23.3,44.8,2.7,23.9,4.4,0.8
PODLASKIE,19-04-2022,16.07,23.3,44.8,2.8,23.9,4.5,0.8
PODLASKIE,20-04-2022,16.27,23.3,44.8,2.8,23.8,4.5,0.8
PODLASKIE,21-04-2022,16.37,23.3,44.9,2.8,23.7,4.6,0.8
PODLASKIE,22-04-2022,16.48,23.2,44.9,2.8,23.7,4.6,0.8
PODLASKIE,23-04-2022,16.48,23.2,44.9,2.8,23.7,4.6,0.8
PODLASKIE,25-04-2022,16.59,23.2,44.9,2.8,23.7,4.6,0.8
PODLASKIE,26-04-2022,16.69,23.2,44.9,2.8,23.7,4.7,0.8
PODLASKIE,27-04-2022,16.8,23.1,44.9,2.8,23.7,4.7,0.8
PODLASKIE,28-04-2022,16.9,23.1,44.8,2.8,23.7,4.7,0.8
PODLASKIE,29-04-2022,16.96,23.1,44.8,2.8,23.7,4.7,0.8
PODLASKIE,30-04-2022,16.96,23.1,44.8,2.8,23.7,4.7,0.8
PODLASKIE,02-05-2022,17.01,23.0,44.9,2.8,23.7,4.8,0.8
PODLASKIE,04-05-2022,17.15,23.0,44.9,2.8,23.7,4.8,0.8
PODLASKIE,05-05-2022,17.2,23.0,44.9,2.8,23.7,4.8,0.8
PODLASKIE,06-05-2022,17.26,22.9,45.0,2.8,23.6,4.8,0.8
PODLASKIE,07-05-2022,17.26,22.9,45.0,2.8,23.6,4.8,0.8
PODLASKIE,08-05-2022,17.26,22.9,45.0,2.8,23.6,4.8,0.8
PODLASKIE,09-05-2022,17.34,22.9,45.0,2.8,23.6,4.9,0.8
PODLASKIE,10-05-2022,17.37,22.9,45.0,2.8,23.6,4.9,0.8
PODLASKIE,11-05-2022,17.42,22.9,45.0,2.8,23.6,4.9,0.8
PODLASKIE,12-05-2022,17.48,22.9,45.0,2.8,23.5,4.9,0.8
PODLASKIE,13-05-2022,17.51,22.9,45.0,2.8,23.5,5.0,0.8
PODLASKIE,14-05-2022,17.51,22.9,45.0,2.8,23.5,5.0,0.8
PODLASKIE,16-05-2022,17.58,22.9,45.0,2.8,23.5,5.0,0.8
PODLASKIE,17-05-2022,17.62,22.8,45.1,2.8,23.5,5.0,0.8
PODLASKIE,18-05-2022,17.64,22.8,45.1,2.8,23.5,5.0,0.8
PODLASKIE,19-05-2022,17.67,22.8,45.1,2.8,23.5,5.0,0.8
PODLASKIE,20-05-2022,17.71,22.8,45.1,2.8,23.5,5.0,0.8
PODLASKIE,21-05-2022,17.71,22.8,45.1,2.8,23.5,5.0,0.8
PODLASKIE,22-05-2022,17.71,22.8,45.1,2.8,23.5,5.0,0.8
PODLASKIE,23-05-2022,17.75,22.8,45.1,2.8,23.5,5.1,0.8
PODLASKIE,24-05-2022,17.79,22.7,45.0,2.8,23.5,5.1,0.8
PODLASKIE,25-05-2022,17.82,22.7,45.1,2.8,23.4,5.2,0.8
PODLASKIE,26-05-2022,17.83,22.7,45.1,2.8,23.4,5.2,0.8
PODLASKIE,27-05-2022,17.87,22.7,45.1,2.8,23.4,5.2,0.8
PODLASKIE,28-05-2022,17.87,22.7,45.1,2.8,23.4,5.2,0.8
PODLASKIE,29-05-2022,17.87,22.7,45.1,2.8,23.4,5.2,0.8
PODLASKIE,30-05-2022,17.93,22.6,45.1,2.8,23.4,5.2,0.8
PODLASKIE,31-05-2022,17.98,22.6,45.1,2.8,23.4,5.2,0.8
PODLASKIE,01-06-2022,18.0,22.6,45.2,2.8,23.4,5.2,0.8
PODLASKIE,02-06-2022,18.02,22.6,45.2,2.8,23.3,5.3,0.8
PODLASKIE,03-06-2022,18.05,22.6,45.2,2.8,23.3,5.3,0.8
PODLASKIE,04-06-2022,18.05,22.6,45.2,2.8,23.3,5.3,0.8
PODLASKIE,05-06-2022,18.05,22.6,45.2,2.8,23.3,5.3,0.8
PODLASKIE,06-06-2022,18.11,22.5,45.2,2.8,23.3,5.4,0.8
PODLASKIE,07-06-2022,18.13,22.5,45.2,2.8,23.3,5.4,0.8
PODLASKIE,08-06-2022,18.16,22.5,45.2,2.8,23.3,5.4,0.8
PODLASKIE,09-06-2022,18.18,22.5,45.2,2.8,23.3,5.4,0.8
PODLASKIE,10-06-2022,18.2,22.5,45.2,2.8,23.2,5.4,0.8
PODLASKIE,11-06-2022,18.2,22.5,45.2,2.8,23.2,5.4,0.8
PODLASKIE,12-06-2022,18.2,22.5,45.2,2.8,23.2,5.4,0.8
PODLASKIE,13-06-2022,18.26,22.5,45.2,2.8,23.2,5.5,0.8
PODLASKIE,14-06-2022,18.29,22.5,45.3,2.8,23.2,5.5,0.8
PODLASKIE,15-06-2022,18.31,22.4,45.3,2.8,23.2,5.5,0.8
PODLASKIE,17-06-2022,18.32,22.4,45.3,2.8,23.2,5.5,0.8
PODLASKIE,18-06-2022,18.32,22.4,45.3,2.8,23.2,5.5,0.8
PODLASKIE,20-06-2022,18.38,22.4,45.3,2.8,23.1,5.5,0.8
PODLASKIE,21-06-2022,18.42,22.4,45.3,2.8,23.1,5.6,0.8
PODLASKIE,22-06-2022,18.46,22.4,45.3,2.8,23.1,5.6,0.8
PODLASKIE,23-06-2022,18.49,22.4,45.3,2.8,23.1,5.6,0.8
PODLASKIE,24-06-2022,18.5,22.4,45.3,2.8,23.1,5.6,0.8
PODLASKIE,25-06-2022,18.5,22.4,45.3,2.8,23.1,5.6,0.8
PODLASKIE,27-06-2022,18.55,22.3,45.3,2.8,23.1,5.7,0.8
PODLASKIE,28-06-2022,18.6,22.3,45.3,2.8,23.1,5.7,0.8
PODLASKIE,29-06-2022,18.63,22.3,45.3,2.8,23.0,5.7,0.9
PODLASKIE,30-06-2022,18.66,22.3,45.3,2.8,23.0,5.7,0.9
PODLASKIE,01-07-2022,18.68,22.3,45.3,2.8,23.0,5.8,0.9
PODLASKIE,02-07-2022,18.68,22.3,45.3,2.8,23.0,5.8,0.9
PODLASKIE,04-07-2022,18.74,22.3,45.3,2.8,23.0,5.8,0.9
PODLASKIE,05-07-2022,18.77,22.2,45.3,2.8,23.0,5.8,0.9
PODLASKIE,06-07-2022,18.79,22.2,45.4,2.8,23.0,5.8,0.9
PODLASKIE,07-07-2022,18.83,22.2,45.3,2.8,23.0,5.9,0.9
PODLASKIE,08-07-2022,18.85,22.2,45.3,2.8,23.0,5.9,0.9
PODLASKIE,09-07-2022,18.85,22.2,45.3,2.8,23.0,5.9,0.9
PODLASKIE,11-07-2022,18.88,22.2,45.3,2.8,23.0,5.9,0.9
PODLASKIE,12-07-2022,18.92,22.2,45.3,2.8,22.9,6.0,0.9
PODLASKIE,13-07-2022,18.95,22.1,45.3,2.8,22.9,6.0,0.9
PODLASKIE,14-07-2022,18.99,22.1,45.3,2.8,22.9,6.0,0.9
PODLASKIE,15-07-2022,19.02,22.1,45.4,2.8,22.9,6.0,0.9
PODLASKIE,16-07-2022,19.02,22.1,45.4,2.8,22.9,6.0,0.9
PODLASKIE,18-07-2022,19.1,22.1,45.4,2.8,22.8,6.1,0.9
PODLASKIE,19-07-2022,19.17,22.0,45.5,2.8,22.8,6.1,0.9
PODLASKIE,20-07-2022,19.21,22.0,45.5,2.8,22.7,6.1,0.9
PODLASKIE,21-07-2022,19.26,21.9,45.6,2.8,22.7,6.1,0.9
PODLASKIE,22-07-2022,19.3,21.9,45.6,2.8,22.6,6.1,0.9
PODLASKIE,23-07-2022,19.3,21.9,45.6,2.8,22.6,6.1,0.9
PODLASKIE,25-07-2022,19.37,21.9,45.7,2.8,22.6,6.2,0.9
PODLASKIE,26-07-2022,19.41,21.8,45.7,2.8,22.6,6.2,0.8
PODLASKIE,27-07-2022,19.44,21.8,45.8,2.8,22.6,6.2,0.9
PODLASKIE,28-07-2022,19.48,21.8,45.8,2.8,22.5,6.2,0.9
PODLASKIE,29-07-2022,19.51,21.8,45.8,2.8,22.5,6.3,0.9
PODLASKIE,30-07-2022,19.51,21.8,45.8,2.8,22.5,6.3,0.9
PODLASKIE,01-08-2022,19.58,21.8,45.8,2.8,22.5,6.3,0.8
PODLASKIE,02-08-2022,19.62,21.7,45.9,2.8,22.4,6.3,0.9
PODLASKIE,03-08-2022,19.66,21.7,46.0,2.8,22.4,6.3,0.8
PODLASKIE,04-08-2022,19.71,21.6,46.0,2.8,22.4,6.3,0.8
PODLASKIE,05-08-2022,19.77,21.6,46.1,2.8,22.4,6.3,0.8
PODLASKIE,06-08-2022,19.77,21.6,46.1,2.8,22.4,6.3,0.8
PODLASKIE,08-08-2022,19.84,21.5,46.1,2.8,22.3,6.4,0.8
PODLASKIE,09-08-2022,19.92,21.5,46.1,2.8,22.3,6.4,0.8
PODLASKIE,10-08-2022,19.96,21.5,46.2,2.8,22.3,6.4,0.8
PODLASKIE,11-08-2022,20.0,21.4,46.3,2.8,22.2,6.4,0.8
PODLASKIE,12-08-2022,20.04,21.4,46.3,2.8,22.2,6.5,0.8
PODLASKIE,13-08-2022,20.04,21.4,46.3,2.8,22.2,6.5,0.8
PODLASKIE,16-08-2022,20.11,21.4,46.2,2.8,22.2,6.5,0.8
PODLASKIE,17-08-2022,20.19,21.4,46.3,2.8,22.2,6.6,0.8
PODLASKIE,18-08-2022,20.24,21.3,46.3,2.8,22.1,6.6,0.8
PODLASKIE,19-08-2022,20.28,21.3,46.4,2.8,22.1,6.6,0.8
PODLASKIE,20-08-2022,20.28,21.3,46.4,2.8,22.1,6.6,0.8
PODLASKIE,22-08-2022,20.32,21.3,46.4,2.8,22.1,6.6,0.8
PODLASKIE,23-08-2022,20.35,21.2,46.4,2.8,22.1,6.7,0.8
PODLASKIE,24-08-2022,20.38,21.2,46.4,2.8,22.1,6.7,0.8
PODLASKIE,25-08-2022,20.41,21.2,46.4,2.8,22.1,6.7,0.8
PODLASKIE,26-08-2022,20.44,21.2,46.4,2.8,22.0,6.7,0.8
PODLASKIE,27-08-2022,20.44,21.2,46.4,2.8,22.0,6.7,0.8
PODLASKIE,29-08-2022,20.47,21.2,46.4,2.8,22.0,6.7,0.8
PODLASKIE,30-08-2022,20.52,21.2,46.5,2.8,22.0,6.7,0.8
POMORSKIE,14-03-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POMORSKIE,15-03-2022,0.06,25.4,42.9,0.0,23.8,4.8,3.2
POMORSKIE,16-03-2022,2.24,25.5,46.1,2.7,21.4,3.4,0.8
POMORSKIE,17-03-2022,5.0,25.3,46.0,2.6,22.2,3.2,0.7
POMORSKIE,18-03-2022,7.63,24.8,45.9,2.5,23.0,3.1,0.7
POMORSKIE,19-03-2022,8.56,25.0,45.8,2.5,23.0,3.0,0.7
POMORSKIE,20-03-2022,8.67,25.0,45.8,2.5,23.1,3.0,0.7
POMORSKIE,21-03-2022,11.77,24.8,45.8,2.4,23.2,3.1,0.6
POMORSKIE,22-03-2022,15.02,24.5,45.9,2.5,23.4,3.0,0.6
POMORSKIE,23-03-2022,18.46,24.6,45.4,2.5,23.8,3.0,0.6
POMORSKIE,24-03-2022,21.59,24.7,45.3,2.6,23.8,3.0,0.6
POMORSKIE,25-03-2022,24.68,24.6,45.2,2.6,24.0,3.1,0.6
POMORSKIE,26-03-2022,25.53,24.5,45.2,2.6,24.0,3.1,0.7
POMORSKIE,27-03-2022,25.58,24.5,45.2,2.6,24.0,3.1,0.6
POMORSKIE,28-03-2022,29.05,24.5,45.1,2.6,23.9,3.2,0.7
POMORSKIE,29-03-2022,32.44,24.5,45.0,2.7,23.9,3.3,0.7
POMORSKIE,30-03-2022,35.86,24.4,45.0,2.6,24.0,3.3,0.7
POMORSKIE,31-03-2022,38.99,24.4,45.0,2.6,23.9,3.4,0.7
POMORSKIE,01-04-2022,41.68,24.3,45.1,2.6,23.8,3.5,0.7
POMORSKIE,02-04-2022,42.49,24.3,45.2,2.6,23.8,3.5,0.7
POMORSKIE,03-04-2022,42.49,24.3,45.2,2.6,23.8,3.5,0.7
POMORSKIE,04-04-2022,45.34,24.2,45.2,2.6,23.8,3.5,0.7
POMORSKIE,05-04-2022,48.1,24.1,45.2,2.7,23.6,3.6,0.7
POMORSKIE,06-04-2022,50.72,24.0,45.2,2.7,23.6,3.7,0.7
POMORSKIE,07-04-2022,53.08,24.0,45.2,2.6,23.7,3.7,0.7
POMORSKIE,08-04-2022,55.05,24.0,45.3,2.7,23.6,3.7,0.7
POMORSKIE,09-04-2022,55.74,23.9,45.3,2.7,23.6,3.8,0.7
POMORSKIE,10-04-2022,55.74,23.9,45.3,2.7,23.6,3.8,0.7
POMORSKIE,11-04-2022,57.65,23.9,45.3,2.7,23.5,3.8,0.7
POMORSKIE,12-04-2022,59.4,23.8,45.4,2.7,23.5,3.9,0.7
POMORSKIE,13-04-2022,61.16,23.8,45.4,2.7,23.4,3.9,0.8
POMORSKIE,14-04-2022,62.73,23.8,45.5,2.7,23.3,4.0,0.8
POMORSKIE,15-04-2022,63.84,23.7,45.5,2.7,23.3,4.0,0.8
POMORSKIE,16-04-2022,63.85,23.7,45.5,2.7,23.3,4.0,0.8
POMORSKIE,19-04-2022,65.31,23.7,45.6,2.7,23.2,4.1,0.8
POMORSKIE,20-04-2022,66.82,23.6,45.6,2.8,23.1,4.1,0.8
POMORSKIE,21-04-2022,68.13,23.6,45.6,2.8,23.1,4.2,0.8
POMORSKIE,22-04-2022,69.19,23.5,45.7,2.8,23.0,4.2,0.8
POMORSKIE,23-04-2022,69.48,23.5,45.7,2.8,23.0,4.2,0.8
POMORSKIE,25-04-2022,70.52,23.4,45.7,2.8,23.0,4.3,0.8
POMORSKIE,26-04-2022,71.43,23.4,45.8,2.8,22.9,4.4,0.8
POMORSKIE,27-04-2022,72.18,23.4,45.8,2.8,22.9,4.4,0.8
POMORSKIE,28-04-2022,72.87,23.3,45.8,2.8,22.8,4.4,0.8
POMORSKIE,29-04-2022,73.49,23.3,45.8,2.8,22.8,4.5,0.8
POMORSKIE,30-04-2022,73.63,23.3,45.8,2.8,22.8,4.5,0.8
POMORSKIE,02-05-2022,74.03,23.3,45.8,2.8,22.8,4.5,0.8
POMORSKIE,04-05-2022,74.65,23.2,45.9,2.8,22.7,4.6,0.8
POMORSKIE,05-05-2022,75.28,23.2,45.9,2.9,22.6,4.6,0.8
POMORSKIE,06-05-2022,75.8,23.1,46.0,2.9,22.6,4.7,0.8
POMORSKIE,07-05-2022,75.83,23.1,46.0,2.9,22.6,4.7,0.8
POMORSKIE,08-05-2022,75.83,23.1,46.0,2.9,22.6,4.7,0.8
POMORSKIE,09-05-2022,76.34,23.1,46.0,2.9,22.5,4.7,0.8
POMORSKIE,10-05-2022,76.78,23.1,46.0,2.9,22.5,4.8,0.8
POMORSKIE,11-05-2022,77.14,23.0,46.1,2.9,22.5,4.8,0.8
POMORSKIE,12-05-2022,77.49,23.0,46.1,2.9,22.4,4.8,0.8
POMORSKIE,13-05-2022,77.73,23.0,46.1,2.9,22.4,4.9,0.8
POMORSKIE,14-05-2022,77.75,23.0,46.1,2.9,22.4,4.9,0.8
POMORSKIE,16-05-2022,78.11,22.9,46.2,2.9,22.3,4.9,0.8
POMORSKIE,17-05-2022,78.35,22.9,46.2,2.9,22.3,4.9,0.8
POMORSKIE,18-05-2022,78.67,22.9,46.2,2.9,22.3,5.0,0.8
POMORSKIE,19-05-2022,78.89,22.8,46.2,2.9,22.3,5.0,0.8
POMORSKIE,20-05-2022,79.04,22.8,46.3,2.9,22.2,5.0,0.8
POMORSKIE,21-05-2022,79.05,22.8,46.3,2.9,22.2,5.0,0.8
POMORSKIE,22-05-2022,79.05,22.8,46.3,2.9,22.2,5.0,0.8
POMORSKIE,23-05-2022,79.33,22.8,46.3,2.9,22.2,5.0,0.8
POMORSKIE,24-05-2022,79.57,22.7,46.3,2.9,22.2,5.1,0.8
POMORSKIE,25-05-2022,79.81,22.7,46.3,2.9,22.2,5.1,0.8
POMORSKIE,26-05-2022,79.99,22.7,46.3,2.9,22.2,5.1,0.8
POMORSKIE,27-05-2022,80.15,22.7,46.3,2.9,22.1,5.2,0.8
POMORSKIE,28-05-2022,80.16,22.7,46.3,2.9,22.1,5.2,0.8
POMORSKIE,29-05-2022,80.16,22.7,46.3,2.9,22.1,5.2,0.8
POMORSKIE,30-05-2022,80.47,22.7,46.4,2.9,22.1,5.2,0.8
POMORSKIE,31-05-2022,80.71,22.6,46.4,2.9,22.1,5.2,0.8
POMORSKIE,01-06-2022,80.94,22.6,46.4,2.9,22.1,5.3,0.8
POMORSKIE,02-06-2022,81.12,22.6,46.5,2.9,22.0,5.3,0.8
POMORSKIE,03-06-2022,81.27,22.5,46.5,2.9,22.0,5.3,0.8
POMORSKIE,04-06-2022,81.27,22.5,46.5,2.9,22.0,5.3,0.8
POMORSKIE,05-06-2022,81.27,22.5,46.5,2.9,22.0,5.3,0.8
POMORSKIE,06-06-2022,81.55,22.5,46.5,2.9,22.0,5.4,0.8
POMORSKIE,07-06-2022,81.78,22.5,46.5,2.9,22.0,5.4,0.8
POMORSKIE,08-06-2022,81.97,22.4,46.5,2.9,21.9,5.4,0.8
POMORSKIE,09-06-2022,82.13,22.4,46.5,2.9,21.9,5.5,0.8
POMORSKIE,10-06-2022,82.29,22.4,46.6,2.9,21.9,5.5,0.8
POMORSKIE,11-06-2022,82.29,22.4,46.6,2.9,21.9,5.5,0.8
POMORSKIE,12-06-2022,82.29,22.4,46.6,2.9,21.9,5.5,0.8
POMORSKIE,13-06-2022,82.54,22.4,46.6,2.9,21.9,5.5,0.8
POMORSKIE,14-06-2022,82.74,22.3,46.6,2.8,21.8,5.6,0.8
POMORSKIE,15-06-2022,82.95,22.3,46.6,2.8,21.8,5.6,0.8
POMORSKIE,17-06-2022,83.09,22.3,46.7,2.8,21.8,5.6,0.8
POMORSKIE,18-06-2022,83.09,22.3,46.7,2.8,21.8,5.6,0.8
POMORSKIE,20-06-2022,83.35,22.3,46.7,2.8,21.8,5.7,0.8
POMORSKIE,21-06-2022,83.61,22.2,46.7,2.8,21.7,5.7,0.8
POMORSKIE,22-06-2022,83.85,22.2,46.8,2.8,21.7,5.7,0.8
POMORSKIE,23-06-2022,84.02,22.2,46.8,2.8,21.7,5.8,0.8
POMORSKIE,24-06-2022,84.17,22.1,46.8,2.8,21.7,5.8,0.8
POMORSKIE,25-06-2022,84.17,22.1,46.8,2.8,21.7,5.8,0.8
POMORSKIE,27-06-2022,84.44,22.1,46.8,2.8,21.6,5.8,0.8
POMORSKIE,28-06-2022,84.63,22.1,46.8,2.8,21.6,5.9,0.8
POMORSKIE,29-06-2022,84.82,22.1,46.9,2.8,21.6,5.9,0.8
POMORSKIE,30-06-2022,84.99,22.0,46.9,2.8,21.6,5.9,0.8
POMORSKIE,01-07-2022,85.11,22.0,46.9,2.8,21.6,5.9,0.8
POMORSKIE,02-07-2022,85.11,22.0,46.9,2.8,21.6,5.9,0.8
POMORSKIE,04-07-2022,85.38,22.0,46.9,2.8,21.5,6.0,0.8
POMORSKIE,05-07-2022,85.59,22.0,46.9,2.8,21.5,6.0,0.8
POMORSKIE,06-07-2022,85.83,21.9,46.9,2.8,21.5,6.0,0.8
POMORSKIE,07-07-2022,86.01,21.9,46.9,2.8,21.5,6.1,0.8
POMORSKIE,08-07-2022,86.16,21.9,47.0,2.8,21.4,6.1,0.8
POMORSKIE,09-07-2022,86.16,21.9,47.0,2.8,21.4,6.1,0.8
POMORSKIE,11-07-2022,86.4,21.9,47.0,2.8,21.4,6.1,0.8
POMORSKIE,12-07-2022,86.62,21.9,47.0,2.8,21.4,6.2,0.8
POMORSKIE,13-07-2022,86.86,21.8,47.0,2.8,21.4,6.2,0.8
POMORSKIE,14-07-2022,86.97,21.8,47.0,2.8,21.3,6.2,0.8
POMORSKIE,15-07-2022,87.08,21.8,47.0,2.8,21.3,6.3,0.8
POMORSKIE,16-07-2022,87.08,21.8,47.0,2.8,21.3,6.3,0.8
POMORSKIE,18-07-2022,87.31,21.8,47.0,2.8,21.3,6.3,0.8
POMORSKIE,19-07-2022,87.52,21.7,47.0,2.8,21.3,6.3,0.8
POMORSKIE,20-07-2022,87.72,21.7,47.1,2.8,21.3,6.4,0.8
POMORSKIE,21-07-2022,87.88,21.7,47.1,2.8,21.3,6.4,0.8
POMORSKIE,22-07-2022,88.06,21.7,47.1,2.8,21.2,6.4,0.8
POMORSKIE,23-07-2022,88.06,21.7,47.1,2.8,21.2,6.4,0.8
POMORSKIE,25-07-2022,88.32,21.6,47.1,2.8,21.2,6.5,0.8
POMORSKIE,26-07-2022,88.53,21.6,47.1,2.8,21.2,6.5,0.8
POMORSKIE,27-07-2022,88.81,21.6,47.1,2.8,21.2,6.5,0.8
POMORSKIE,28-07-2022,89.02,21.6,47.1,2.8,21.2,6.6,0.8
POMORSKIE,29-07-2022,89.15,21.6,47.1,2.8,21.2,6.6,0.8
POMORSKIE,30-07-2022,89.15,21.6,47.1,2.8,21.2,6.6,0.8
POMORSKIE,01-08-2022,89.38,21.5,47.1,2.8,21.1,6.6,0.8
POMORSKIE,02-08-2022,89.61,21.5,47.1,2.8,21.1,6.7,0.8
POMORSKIE,03-08-2022,89.81,21.5,47.1,2.8,21.1,6.7,0.8
POMORSKIE,04-08-2022,90.0,21.5,47.1,2.8,21.1,6.8,0.8
POMORSKIE,05-08-2022,90.13,21.4,47.1,2.8,21.1,6.8,0.8
POMORSKIE,06-08-2022,90.13,21.4,47.1,2.8,21.1,6.8,0.8
POMORSKIE,08-08-2022,90.4,21.4,47.1,2.8,21.0,6.8,0.8
POMORSKIE,09-08-2022,90.6,21.4,47.1,2.8,21.0,6.9,0.8
POMORSKIE,10-08-2022,90.78,21.4,47.1,2.8,21.0,6.9,0.8
POMORSKIE,11-08-2022,90.95,21.4,47.1,2.8,21.0,6.9,0.8
POMORSKIE,12-08-2022,91.08,21.3,47.2,2.8,21.0,7.0,0.8
POMORSKIE,13-08-2022,91.08,21.3,47.2,2.8,21.0,7.0,0.8
POMORSKIE,16-08-2022,91.31,21.3,47.2,2.8,20.9,7.0,0.8
POMORSKIE,17-08-2022,91.51,21.3,47.2,2.8,20.9,7.0,0.8
POMORSKIE,18-08-2022,91.7,21.3,47.2,2.8,20.9,7.1,0.8
POMORSKIE,19-08-2022,91.86,21.2,47.2,2.8,20.9,7.1,0.8
POMORSKIE,20-08-2022,91.87,21.2,47.2,2.8,20.9,7.1,0.8
POMORSKIE,22-08-2022,92.07,21.2,47.1,2.8,20.9,7.1,0.8
POMORSKIE,23-08-2022,92.25,21.2,47.2,2.8,20.9,7.2,0.8
